Start Time,End Time,Lang ID,Text
54501,55671,[ITA],"Continuerò le mie attività di contatto per il
nuovo governo."
54501,55671,[GER],"Ich werde auch für die neue Regierung als
Kontaktperson arbeiten."
54501,55671,[FRE],"Je continuerai mes activités pour le
nouveau gouvernement."
54501,55671,[ENG],I will continue my activities as|a contact for the new government.
56410,57747,[SPA],"...Sí, al parecer nadie sabía que yo era
ADAM."
56410,57747,[ITA],"...Sì, a quanto pare, nessuno sapeva che
io fossi ADAM."
56410,57747,[GER],"... Ja, niemand scheint gewusst zu haben,
dass ich ADAM bin."
56410,57747,[FRE],"...Oui, apparemment, personne ne sait
qu'en fait, c'est moi ADAM."
56410,57747,[ENG],"...Yes, it appears that no one knew|that I was ADAM."
58765,60032,[SPA],"Por supuesto. Siempre estaré a
disposición de la CIA..."
58765,60032,[ITA],"Certamente. Sono sempre a disposizione
della CIA..."
58765,60032,[GER],"Natürlich. Ich stehe der CIA stets zur
Verfügung ..."
58765,60032,[FRE],"Bien sûr. Je serai toujours à la
disposition de la CIA..."
58765,60032,[ENG],Of course. I'm always at the CIA's|disposal...
60339,60854,[SPA],Señor Director.
60339,60854,[ITA],Signor Direttore.
60339,60854,[GER],Herr Direktor.
60339,60854,[FRE],M. le Directeur.
60339,60854,[ENG],Mr. Director.
