Start Time,End Time,Lang ID,Text
25300,26275,[FRE],"Bats-toi comme un guerrier, Volgin."
25300,26275,[ENG],"Fight like a warrior, Volgin."
26568,27181,[SPA],Por supuesto.
26568,27181,[ITA],Ma certamente.
26568,27181,[GER],Natürlich!
26568,27181,[FRE],Mais bien sûr.
26568,27181,[ENG],But of course.
30343,31039,[SPA],Déjame enfrentarme a él.
30343,31039,[ITA],Me lo lasci affrontare.
30343,31039,[GER],Lassen Sie mich mit ihm kämpfen.
30343,31039,[FRE],Laisse-moi l'affronter.
30343,31039,[ENG],Let me face him.
31249,32084,[SPA],"Llevo tanto tiempo esperando este
momento..."
31249,32084,[ITA],Da tanto aspettavo questo momento...
31249,32084,[GER],"Ich habe schon lange auf diese Chance
gewartet"
31249,32084,[FRE],"J'attends ce moment depuis si
longtemps..."
31249,32084,[ENG],I've been waiting for this moment...
32154,32906,[SPA],¡es la hora!
32154,32906,[ITA],è l'ora della rivincita!
32154,32906,[GER],... Zeit für meine Revanche!
32154,32906,[FRE],"enfin, ma vengeance!"
32154,32906,[ENG],...time to get even!
36069,36570,[SPA],"Ah, ah, ah..."
36069,36570,[ITA],Ah ah ah...
36069,36570,[GER],Ah ah ah ...
36069,36570,[FRE],Ah ah ah...
36069,36570,[ENG],Ah ah ah...
36599,37671,[SPA],¡Basta ya de judo y de destrozar armas!
36599,37671,[ITA],Niente più judo né armi fatte a pezzi.
36599,37671,[GER],"Jetzt ist es Schluss mit Judo, vorbei mit
Zerlegen von Waffen."
36599,37671,[FRE],"Les tours de judo et les démontages
d'arme, c'est terminé."
36599,37671,[ENG],"No more judo, and no more field strips."
42743,43328,[SPA],¡Vale ya!
42743,43328,[ITA],Basta!
42743,43328,[GER],Genug!
42743,43328,[FRE],Assez!
42743,43328,[ENG],Enough of this!
45613,46198,[SPA],¡Es es mío!
45613,46198,[ITA],Lui è mio!
45613,46198,[GER],Er gehört mir!
45613,46198,[FRE],Il est à moi!
45613,46198,[ENG],He's mine!
46337,47214,[SPA],"Tú quédate ahí y mira, ¿eh?"
46337,47214,[ITA],Te ne starai lì a guardare! Intesi?
46337,47214,[GER],"Du bleibst da stehen und schaust zu!
Verstanden?"
46337,47214,[FRE],"Tu vas rester ici à regarder! Tu as
compris?"
46337,47214,[ENG],You will stand right there and|watch! Got it?
47215,47619,[SPA],"Por favor Coronel, déjame..."
47215,47619,[ITA],"La prego, Colonnello: mi lasci...!"
47215,47619,[GER],"Bitte, Oberst, lassen Sie mich ..."
47215,47619,[FRE],"S'il vous plaît, Colonel, laissez-moi...!"
47215,47619,[ENG],"Please, Colonel, let me...!"
47619,48064,[SPA],¡Cállate!
47619,48064,[ITA],Silenzio!
47619,48064,[GER],Still!
47619,48064,[FRE],Silence!
47619,48064,[ENG],Silence!
59921,60645,[SPA],Perdona por el retraso.
59921,60645,[ITA],Scusami per il ritardo.
59921,60645,[GER],Tut mir Leid wegen der Verzögerung.
59921,60645,[FRE],Désolé pour ce retard.
59921,60645,[ENG],Sorry for the delay.
61412,62289,[SPA],¿Empezamos?
61412,62289,[ITA],"Iniziamo subito, ti va?"
61412,62289,[GER],Fangen wir an?
61412,62289,[FRE],"Alors, on commence?"
61412,62289,[ENG],Let's get started shall we?
67514,68280,[SPA],Ésta es una batalla única.
67514,68280,[ITA],"Questa è una battaglia che accade una
sola volta nella vita."
67514,68280,[GER],Das ist der Kampf deines Lebens.
67514,68280,[FRE],C'est une bataille mémorable.
67514,68280,[ENG],This is a once-in-a-lifetime battle.
68280,68962,[SPA],¡Hagamos que valga la pena!
68280,68962,[ITA],Mettiamocela tutta!
68280,68962,[GER],"Sorgen wir dafür, dass er gut wird!"
68280,68962,[FRE],Essayons d'y faire honneur!
68280,68962,[ENG],Let's make it a good one!
78799,79537,[SPA],Ahora estamos solos tú y yo.
78799,79537,[ITA],Ora siamo noi due da soli.
78799,79537,[GER],Jetzt sind es nur wir beide!
78799,79537,[FRE],Enfin seuls.
78799,79537,[ENG],It's just you and me now.
79551,80442,[SPA],¡Cómo me gusta!
79551,80442,[ITA],Mi divertirò di sicuro!
79551,80442,[GER],Das wird Spaß machen!
79551,80442,[FRE],Un vrai plaisir!
79551,80442,[ENG],And I'm going to enjoy this!
80443,80902,[SPA],¡Snake!
80443,80902,[ITA],Snake!
80443,80902,[GER],Snake!
80443,80902,[FRE],Snake!
80443,80902,[ENG],Snake!
93734,94834,[SPA],¡Eres mío! ¡Hijo de The Boss!
93734,94834,[ITA],Sei mio! Figlio di The Boss!
93734,94834,[GER],Du gehörst mir! Sohn von The Boss!
93734,94834,[FRE],Tu m'appartiens! Fils de The Boss!
93734,94834,[ENG],You're mine! Son of The Boss!
